Raw file	Scan number	Scan index	Retention time	Cycle time	Ion injection time	Base peak intensity	Total ion current	MS/MS count	Mass calibration	Experiment	Peak length	Isotope pattern length	Multiplet length	Peaks / s	Single peaks / s	Isotope patterns / s	Single isotope patterns / s	Multiplets / s	Identified multiplets / s	Multiplet identification rate [%]	MS/MS / s	Identified MS/MS / s	MS/MS identification rate [%]	Intens Comp Factor	CTCD Comp	RawOvFtT	AGC Fill
01625b_GA5-TUM_first_pool_33_01_01-3xHCD-1h-R1	1	0	0.001439	0.53363	50	1137400	11152000	0	-0.54766	TUM_first_pool_33_01_01-3xHCD-1h-R1-tryptic	3.567	7.136	7.136	194.7	189.1	2.611	0	2.611	0	0	0	0		NaN	NaN	695287.6	NaN
01625b_GA5-TUM_first_pool_33_01_01-3xHCD-1h-R1	2	1	0.010333	0.51331	45.876	1158400	11266000	0	-0.54766	TUM_first_pool_33_01_01-3xHCD-1h-R1-tryptic	3.57	7.133	7.133	194.7	189.1	2.607	0	2.607	0	0	0	0		NaN	NaN	645034.3	NaN
01625b_GA5-TUM_first_pool_33_01_01-3xHCD-1h-R1	3	2	0.018888	0.52601	46.075	1189700	11685000	0	-0.54766	TUM_first_pool_33_01_01-3xHCD-1h-R1-tryptic	3.572	7.13	7.13	194.7	189.2	2.604	0	2.604	0	0	0	0		NaN	NaN	671531.3	NaN
01625b_GA5-TUM_first_pool_33_01_01-3xHCD-1h-R1	4	3	0.027655	0.53049	45.432	1154700	11540000	0	-0.54766	TUM_first_pool_33_01_01-3xHCD-1h-R1-tryptic	3.574	7.128	7.128	194.7	189.2	2.601	0	2.601	0	0	0	0		NaN	NaN	657502.6	NaN
01625b_GA5-TUM_first_pool_33_01_01-3xHCD-1h-R1	5	4	0.036496	0.52843	45.964	1197000	11677000	0	-0.54766	TUM_first_pool_33_01_01-3xHCD-1h-R1-tryptic	3.577	7.125	7.125	194.7	189.2	2.598	0	2.598	0	0	0	0		NaN	NaN	672362.1	NaN
01625b_GA5-TUM_first_pool_33_01_01-3xHCD-1h-R1	6	5	0.045304	0.53025	45.206	1217900	11895000	0	-0.54766	TUM_first_pool_33_01_01-3xHCD-1h-R1-tryptic	3.58	7.122	7.122	194.7	189.2	2.594	0	2.594	0	0	0	0		NaN	NaN	668258.5	NaN
01625b_GA5-TUM_first_pool_33_01_01-3xHCD-1h-R1	7	6	0.054141	0.51625	44.698	1177900	11410000	0	-0.54766	TUM_first_pool_33_01_01-3xHCD-1h-R1-tryptic	3.582	7.119	7.119	194.8	189.2	2.591	0	2.591	0	0	0	0		NaN	NaN	639356.1	NaN
01625b_GA5-TUM_first_pool_33_01_01-3xHCD-1h-R1	8	7	0.062745	0.54669	46.356	1216800	11659000	0	-0.54766	TUM_first_pool_33_01_01-3xHCD-1h-R1-tryptic	3.584	7.117	7.117	194.8	189.3	2.588	0	2.588	0	0	0	0		NaN	NaN	675664.1	NaN
01625b_GA5-TUM_first_pool_33_01_01-3xHCD-1h-R1	9	8	0.071857	0.52175	45.601	1218600	11581000	0	-0.54766	TUM_first_pool_33_01_01-3xHCD-1h-R1-tryptic	3.587	7.114	7.114	194.8	189.3	2.584	0	2.584	0	0	0	0		NaN	NaN	663648.8	NaN
01625b_GA5-TUM_first_pool_33_01_01-3xHCD-1h-R1	10	9	0.080553	0.52086	46.052	1213900	11757000	0	-0.54766	TUM_first_pool_33_01_01-3xHCD-1h-R1-tryptic	3.59	7.111	7.111	194.8	189.3	2.581	0	2.581	0	0	0	0		NaN	NaN	678980.7	NaN
01625b_GA5-TUM_first_pool_33_01_01-3xHCD-1h-R1	11	10	0.089234	0.54083	45.998	1220800	11638000	0	-0.54766	TUM_first_pool_33_01_01-3xHCD-1h-R1-tryptic	3.592	7.109	7.109	194.8	189.3	2.578	0	2.578	0	0	0	0		NaN	NaN	664579.5	NaN
01625b_GA5-TUM_first_pool_33_01_01-3xHCD-1h-R1	12	11	0.098247	0.53526	45.637	1202800	11846000	0	-0.54766	TUM_first_pool_33_01_01-3xHCD-1h-R1-tryptic	3.595	7.106	7.106	194.8	189.4	2.575	0	2.575	0	0	0	0		NaN	NaN	680256.7	NaN
