Raw file	m/z	Peaks / Da	Single peaks / Da	Isotope patterns / Da	Single isotope patterns / Da	SILAC pairs / Da	Identified SILAC pairs / Da	SILAC identification rate [%]	MS/MS / Da	Identified MS/MS / Da	Identification rate [%]
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	100	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	101	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	102	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	103	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	104	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	105	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	106	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	107	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	108	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	109	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	110	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	111	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	112	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	113	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	114	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	115	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	116	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	117	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	118	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	119	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	120	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	121	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	122	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	123	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	124	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	125	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	126	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	127	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	128	0	0	0	0	0	0	NaN	0	0	
01625b_GA2-TUM_first_pool_9_01_01-3xHCD-1h-R1	129	0	0	0	0	0	0	NaN	0	0	
